cohort	ensembl_gene	gene_name	type	nr_samples	pos_z	neg_z	consensus_BTG_cancer	consensus_BTG_combined
lymphoma	ENSG00000275221	HIST1H2AK	PMBCL	1	1	0		
lymphoma	ENSG00000275379	HIST1H3I	DLBCL	1	1	0		
lymphoma	ENSG00000275395	FCGBP	PMBCL	1	1	0		
lymphoma	ENSG00000275700	AATF	DLBCL	1	1	0		
lymphoma	ENSG00000276043	UHRF1	DLBCL	1	1	0		
lymphoma	ENSG00000276180	HIST1H4I	PMBCL	1	1	0		
lymphoma	ENSG00000276368	HIST1H2AJ	DLBCL	1	1	0		
lymphoma	ENSG00000276410	HIST1H2BB	DLBCL	1	1	0		
lymphoma	ENSG00000276903	HIST1H2AL	DLBCL	1	1	0		
lymphoma	ENSG00000276966	HIST1H4E	DLBCL	1	1	0		
lymphoma	ENSG00000277075	HIST1H2AE	CONTROL	1	0	1		
lymphoma	ENSG00000277157	HIST1H4D	DLBCL	1	1	0		
lymphoma	ENSG00000277586	NEFL	DLBCL	1	1	0		
lymphoma	ENSG00000278195	SSTR3	PMBCL	1	1	0		
lymphoma	ENSG00000278311	GGNBP2	DLBCL	1	1	0		
lymphoma	ENSG00000278463	HIST1H2AB	DLBCL	1	1	0		
lymphoma	ENSG00000278540	ACACA	DLBCL	1	1	0		
lymphoma	ENSG00000278588	HIST1H2BI	DLBCL	1	1	0		
lymphoma	ENSG00000278705	HIST1H4B	DLBCL	1	1	0		
lymphoma	ENSG00000283361	CFAP97D2	PMBCL	1	1	0		
lymphoma	ENSG00000283378	CNTNAP3C	DLBCL	1	1	0		
lymphoma	ENSG00000283632	EXOC3L2	DLBCL	1	1	0		
lymphoma	ENSG00000283632	EXOC3L2	PMBCL	1	1	0		
lymphoma	ENSG00000284194	SCO2	DLBCL	1	1	0		
lymphoma	ENSG00000284976	BX255925.3	DLBCL	1	1	0		
lymphoma	ENSG00000284976	BX255925.3	PMBCL	1	1	0		
lymphoma	ENSG00000285043	AC093512.2	PMBCL	1	1	0		
lymphoma	ENSG00000285437	POLR2J3	PMBCL	1	1	0		
bladder cancer	ENSG00000131236	CAP1	BLCA	9	9	0	TRUE	
bladder cancer	ENSG00000096384	HSP90AB1	BLCA	7	4	3	TRUE	
bladder cancer	ENSG00000149925	ALDOA	BLCA	7	7	0	TRUE	
bladder cancer	ENSG00000158710	TAGLN2	BLCA	7	7	0	TRUE	
bladder cancer	ENSG00000034510	TMSB10	BLCA	6	6	0	TRUE	
bladder cancer	ENSG00000102144	PGK1	BLCA	6	6	0	TRUE	
bladder cancer	ENSG00000163931	TKT	BLCA	6	6	0		
bladder cancer	ENSG00000084754	HADHA	BLCA	5	1	4		
bladder cancer	ENSG00000101608	MYL12A	BLCA	5	5	0		
bladder cancer	ENSG00000108821	COL1A1	BLCA	5	5	0		
bladder cancer	ENSG00000132510	KDM6B	BLCA	5	5	0		
bladder cancer	ENSG00000134333	LDHA	BLCA	5	5	0		
bladder cancer	ENSG00000137193	PIM1	BLCA	5	5	0		
bladder cancer	ENSG00000160213	CSTB	BLCA	5	5	0		
bladder cancer	ENSG00000165119	HNRNPK	BLCA	5	5	0		
bladder cancer	ENSG00000181163	NPM1	BLCA	5	5	0		
bladder cancer	ENSG00000205542	TMSB4X	BLCA	5	5	0		
bladder cancer	ENSG00000244734	HBB	BLCA	5	5	0		
bladder cancer	ENSG00000049759	NEDD4L	BLCA	4	0	4		
bladder cancer	ENSG00000059804	SLC2A3	BLCA	4	4	0		
bladder cancer	ENSG00000067225	PKM	BLCA	4	4	0		
bladder cancer	ENSG00000070756	PABPC1	BLCA	4	3	1		
bladder cancer	ENSG00000073756	PTGS2	BLCA	4	4	0		
bladder cancer	ENSG00000074800	ENO1	BLCA	4	4	0		
bladder cancer	ENSG00000080824	HSP90AA1	BLCA	4	3	1		
bladder cancer	ENSG00000084207	GSTP1	BLCA	4	4	0		
bladder cancer	ENSG00000084234	APLP2	BLCA	4	4	0		
bladder cancer	ENSG00000096696	DSP	BLCA	4	3	1		
bladder cancer	ENSG00000102241	HTATSF1	BLCA	4	4	0		
bladder cancer	ENSG00000111669	TPI1	BLCA	4	4	0		
bladder cancer	ENSG00000122566	HNRNPA2B1	BLCA	4	3	1		
bladder cancer	ENSG00000124731	TREM1	BLCA	4	4	0		
bladder cancer	ENSG00000130396	AFDN	BLCA	4	0	4		
bladder cancer	ENSG00000132002	DNAJB1	BLCA	4	4	0		
bladder cancer	ENSG00000134107	BHLHE40	BLCA	4	4	0		
bladder cancer	ENSG00000135486	HNRNPA1	BLCA	4	4	0		
bladder cancer	ENSG00000135506	OS9	BLCA	4	4	0		
bladder cancer	ENSG00000135829	DHX9	BLCA	4	4	0		
bladder cancer	ENSG00000136068	FLNB	BLCA	4	3	1		
bladder cancer	ENSG00000138413	IDH1	BLCA	4	0	4		
bladder cancer	ENSG00000140575	IQGAP1	BLCA	4	4	0		
bladder cancer	ENSG00000143545	RAB13	BLCA	4	4	0		
bladder cancer	ENSG00000147872	PLIN2	BLCA	4	4	0		
bladder cancer	ENSG00000150991	UBC	BLCA	4	4	0		
bladder cancer	ENSG00000159399	HK2	BLCA	4	4	0		
bladder cancer	ENSG00000163191	S100A11	BLCA	4	4	0		
bladder cancer	ENSG00000163563	MNDA	BLCA	4	4	0		
bladder cancer	ENSG00000164924	YWHAZ	BLCA	4	4	0		
bladder cancer	ENSG00000167232	ZNF91	BLCA	4	1	3		
bladder cancer	ENSG00000171345	KRT19	BLCA	4	4	0		
bladder cancer	ENSG00000173821	RNF213	BLCA	4	4	0		
bladder cancer	ENSG00000173848	NET1	BLCA	4	4	0		
bladder cancer	ENSG00000184557	SOCS3	BLCA	4	4	0		
bladder cancer	ENSG00000185650	ZFP36L1	BLCA	4	4	0		
bladder cancer	ENSG00000204388	HSPA1B	BLCA	4	4	0		
bladder cancer	ENSG00000204592	HLA-E	BLCA	4	4	0		
bladder cancer	ENSG00000234745	HLA-B	BLCA	4	4	0		
bladder cancer	ENSG00000004487	KDM1A	BLCA	3	3	0		
bladder cancer	ENSG00000011422	PLAUR	BLCA	3	3	0		
bladder cancer	ENSG00000013441	CLK1	BLCA	3	3	0		
bladder cancer	ENSG00000019582	CD74	BLCA	3	3	0		
bladder cancer	ENSG00000030582	GRN	BLCA	3	3	0		
bladder cancer	ENSG00000039068	CDH1	BLCA	3	3	0		
bladder cancer	ENSG00000060138	YBX3	BLCA	3	3	0		
bladder cancer	ENSG00000072110	ACTN1	BLCA	3	3	0		
bladder cancer	ENSG00000086061	DNAJA1	BLCA	3	3	0		
bladder cancer	ENSG00000090382	LYZ	BLCA	3	3	0		
bladder cancer	ENSG00000090621	PABPC4	BLCA	3	3	0		
bladder cancer	ENSG00000092199	HNRNPC	BLCA	3	3	0		
bladder cancer	ENSG00000092201	SUPT16H	BLCA	3	3	0		
bladder cancer	ENSG00000099860	GADD45B	BLCA	3	3	0		
bladder cancer	ENSG00000105220	GPI	BLCA	3	3	0		
bladder cancer	ENSG00000105835	NAMPT	BLCA	3	3	0		
bladder cancer	ENSG00000108179	PPIF	BLCA	3	3	0		
bladder cancer	ENSG00000110958	PTGES3	BLCA	3	3	0		
bladder cancer	ENSG00000114353	GNAI2	BLCA	3	3	0		
bladder cancer	ENSG00000117519	CNN3	BLCA	3	3	0		
bladder cancer	ENSG00000118705	RPN2	BLCA	3	3	0		
bladder cancer	ENSG00000119335	SET	BLCA	3	3	0		
bladder cancer	ENSG00000122545	SEPTIN7	BLCA	3	3	0		
bladder cancer	ENSG00000122565	CBX3	BLCA	3	3	0		
bladder cancer	ENSG00000123200	ZC3H13	BLCA	3	3	0		
bladder cancer	ENSG00000128422	KRT17	BLCA	3	3	0		
bladder cancer	ENSG00000130402	ACTN4	BLCA	3	3	0		
bladder cancer	ENSG00000130816	DNMT1	BLCA	3	3	0		
bladder cancer	ENSG00000132849	PATJ	BLCA	3	0	3		
bladder cancer	ENSG00000134046	MBD2	BLCA	3	3	0		
bladder cancer	ENSG00000135480	KRT7	BLCA	3	3	0		
bladder cancer	ENSG00000135655	USP15	BLCA	3	3	0		
bladder cancer	ENSG00000136238	RAC1	BLCA	3	3	0		
bladder cancer	ENSG00000138668	HNRNPD	BLCA	3	3	0		
bladder cancer	ENSG00000140678	ITGAX	BLCA	3	3	0		
bladder cancer	ENSG00000142347	MYO1F	BLCA	3	3	0		
bladder cancer	ENSG00000143226	FCGR2A	BLCA	3	3	0		
bladder cancer	ENSG00000143870	PDIA6	BLCA	3	3	0		
bladder cancer	ENSG00000149136	SSRP1	BLCA	3	3	0		
bladder cancer	ENSG00000150753	CCT5	BLCA	3	3	0		
bladder cancer	ENSG00000151632	AKR1C2	BLCA	3	3	0		
bladder cancer	ENSG00000153827	TRIP12	BLCA	3	0	3		
bladder cancer	ENSG00000155660	PDIA4	BLCA	3	3	0		
bladder cancer	ENSG00000160789	LMNA	BLCA	3	3	0		
bladder cancer	ENSG00000163131	CTSS	BLCA	3	3	0		
bladder cancer	ENSG00000163466	ARPC2	BLCA	3	3	0		
bladder cancer	ENSG00000163902	RPN1	BLCA	3	3	0		
bladder cancer	ENSG00000164687	FABP5	BLCA	3	3	0		
bladder cancer	ENSG00000166710	B2M	BLCA	3	3	0		
bladder cancer	ENSG00000168209	DDIT4	BLCA	3	3	0		
bladder cancer	ENSG00000170027	YWHAG	BLCA	3	3	0		
bladder cancer	ENSG00000171051	FPR1	BLCA	3	3	0		
bladder cancer	ENSG00000171223	JUNB	BLCA	3	3	0		
bladder cancer	ENSG00000172757	CFL1	BLCA	3	3	0		
bladder cancer	ENSG00000173660	UQCRH	BLCA	3	3	0		
bladder cancer	ENSG00000178209	PLEC	BLCA	3	3	0		
bladder cancer	ENSG00000179218	CALR	BLCA	3	3	0		
bladder cancer	ENSG00000182718	ANXA2	BLCA	3	3	0		
bladder cancer	ENSG00000184009	ACTG1	BLCA	3	3	0		
bladder cancer	ENSG00000184588	PDE4B	BLCA	3	3	0		
bladder cancer	ENSG00000196611	MMP1	BLCA	3	3	0		
bladder cancer	ENSG00000196914	ARHGEF12	BLCA	3	0	3		
bladder cancer	ENSG00000198858	R3HDM4	BLCA	3	3	0		
bladder cancer	ENSG00000221983	UBA52	BLCA	3	3	0		
bladder cancer	ENSG00000004939	SLC4A1	BLCA	2	2	0		
bladder cancer	ENSG00000008294	SPAG9	BLCA	2	0	2		
bladder cancer	ENSG00000013306	SLC25A39	BLCA	2	2	0		
bladder cancer	ENSG00000034152	MAP2K3	BLCA	2	2	0		
bladder cancer	ENSG00000039560	RAI14	BLCA	2	2	0		
bladder cancer	ENSG00000043462	LCP2	BLCA	2	2	0		
bladder cancer	ENSG00000044115	CTNNA1	BLCA	2	2	0		
bladder cancer	ENSG00000044574	HSPA5	BLCA	2	2	0		
bladder cancer	ENSG00000046604	DSG2	BLCA	2	2	0		
bladder cancer	ENSG00000050405	LIMA1	BLCA	2	2	0		
bladder cancer	ENSG00000054282	SDCCAG8	BLCA	2	2	0		
bladder cancer	ENSG00000058085	LAMC2	BLCA	2	2	0		
bladder cancer	ENSG00000064042	LIMCH1	BLCA	2	2	0		
bladder cancer	ENSG00000065978	YBX1	BLCA	2	2	0		
bladder cancer	ENSG00000067057	PFKP	BLCA	2	2	0		
bladder cancer	ENSG00000067560	RHOA	BLCA	2	2	0		
bladder cancer	ENSG00000072274	TFRC	BLCA	2	2	0		
bladder cancer	ENSG00000072501	SMC1A	BLCA	2	2	0		
bladder cancer	ENSG00000075223	SEMA3C	BLCA	2	2	0		
bladder cancer	ENSG00000075413	MARK3	BLCA	2	2	0		
bladder cancer	ENSG00000075624	ACTB	BLCA	2	2	0		
bladder cancer	ENSG00000077147	TM9SF3	BLCA	2	2	0		
bladder cancer	ENSG00000082438	COBLL1	BLCA	2	1	1		
bladder cancer	ENSG00000084733	RAB10	BLCA	2	2	0		
bladder cancer	ENSG00000088325	TPX2	BLCA	2	2	0		
bladder cancer	ENSG00000089159	PXN	BLCA	2	2	0		
bladder cancer	ENSG00000090339	ICAM1	BLCA	2	2	0		
bladder cancer	ENSG00000092820	EZR	BLCA	2	1	1		
bladder cancer	ENSG00000092841	MYL6	BLCA	2	2	0		
bladder cancer	ENSG00000094975	SUCO	BLCA	2	2	0		
bladder cancer	ENSG00000096746	HNRNPH3	BLCA	2	2	0		
bladder cancer	ENSG00000097033	SH3GLB1	BLCA	2	2	0		
bladder cancer	ENSG00000099875	MKNK2	BLCA	2	2	0		
bladder cancer	ENSG00000099985	OSM	BLCA	2	2	0		
bladder cancer	ENSG00000100055	CYTH4	BLCA	2	2	0		
bladder cancer	ENSG00000100225	FBXO7	BLCA	2	2	0		
bladder cancer	ENSG00000100342	APOL1	BLCA	2	2	0		
bladder cancer	ENSG00000100644	HIF1A	BLCA	2	2	0		
bladder cancer	ENSG00000100650	SRSF5	BLCA	2	2	0		
bladder cancer	ENSG00000101057	MYBL2	BLCA	2	2	0		
bladder cancer	ENSG00000101367	MAPRE1	BLCA	2	2	0		
bladder cancer	ENSG00000101752	MIB1	BLCA	2	2	0		
bladder cancer	ENSG00000101782	RIOK3	BLCA	2	2	0		
bladder cancer	ENSG00000101871	MID1	BLCA	2	2	0		
bladder cancer	ENSG00000102265	TIMP1	BLCA	2	2	0		
bladder cancer	ENSG00000102879	CORO1A	BLCA	2	2	0		
bladder cancer	ENSG00000103313	MEFV	BLCA	2	2	0		
bladder cancer	ENSG00000103569	AQP9	BLCA	2	2	0		
bladder cancer	ENSG00000104765	BNIP3L	BLCA	2	2	0		
bladder cancer	ENSG00000104904	OAZ1	BLCA	2	2	0		
bladder cancer	ENSG00000105323	HNRNPUL1	BLCA	2	2	0		
bladder cancer	ENSG00000105701	FKBP8	BLCA	2	2	0		
bladder cancer	ENSG00000106105	GARS	BLCA	2	2	0		
bladder cancer	ENSG00000106211	HSPB1	BLCA	2	2	0		
bladder cancer	ENSG00000107099	DOCK8	BLCA	2	2	0		
bladder cancer	ENSG00000108518	PFN1	BLCA	2	2	0		
bladder cancer	ENSG00000108848	LUC7L3	BLCA	2	2	0		
bladder cancer	ENSG00000111057	KRT18	BLCA	2	2	0		
bladder cancer	ENSG00000111229	ARPC3	BLCA	2	2	0		
bladder cancer	ENSG00000111640	GAPDH	BLCA	2	2	0		
bladder cancer	ENSG00000111674	ENO2	BLCA	2	2	0		
bladder cancer	ENSG00000111913	RIPOR2	BLCA	2	2	0		
bladder cancer	ENSG00000112739	PRPF4B	BLCA	2	2	0		
bladder cancer	ENSG00000113013	HSPA9	BLCA	2	1	1		
bladder cancer	ENSG00000113141	IK	BLCA	2	2	0		
bladder cancer	ENSG00000113368	LMNB1	BLCA	2	2	0		
bladder cancer	ENSG00000113810	SMC4	BLCA	2	2	0		
bladder cancer	ENSG00000114270	COL7A1	BLCA	2	2	0		
bladder cancer	ENSG00000114316	USP4	BLCA	2	2	0		
bladder cancer	ENSG00000114354	TFG	BLCA	2	2	0		
bladder cancer	ENSG00000115165	CYTIP	BLCA	2	2	0		
bladder cancer	ENSG00000115548	KDM3A	BLCA	2	2	0		
bladder cancer	ENSG00000115866	DARS	BLCA	2	2	0		
bladder cancer	ENSG00000115884	SDC1	BLCA	2	2	0		
bladder cancer	ENSG00000115956	PLEK	BLCA	2	2	0		
bladder cancer	ENSG00000116044	NFE2L2	BLCA	2	2	0		
bladder cancer	ENSG00000116285	ERRFI1	BLCA	2	2	0		
bladder cancer	ENSG00000116350	SRSF4	BLCA	2	2	0		
bladder cancer	ENSG00000116539	ASH1L	BLCA	2	0	2		
bladder cancer	ENSG00000116560	SFPQ	BLCA	2	2	0		
bladder cancer	ENSG00000116679	IVNS1ABP	BLCA	2	2	0		
bladder cancer	ENSG00000117139	KDM5B	BLCA	2	2	0		
bladder cancer	ENSG00000117228	GBP1	BLCA	2	2	0		
bladder cancer	ENSG00000117724	CENPF	BLCA	2	2	0		
bladder cancer	ENSG00000118503	TNFAIP3	BLCA	2	2	0		
bladder cancer	ENSG00000118849	RARRES1	BLCA	2	2	0		
bladder cancer	ENSG00000119535	CSF3R	BLCA	2	2	0		
bladder cancer	ENSG00000120694	HSPH1	BLCA	2	2	0		
bladder cancer	ENSG00000120802	TMPO	BLCA	2	2	0		
bladder cancer	ENSG00000122862	SRGN	BLCA	2	2	0		
bladder cancer	ENSG00000123146	ADGRE5	BLCA	2	2	0		
bladder cancer	ENSG00000123416	TUBA1B	BLCA	2	2	0		
bladder cancer	ENSG00000123689	G0S2	BLCA	2	2	0		
bladder cancer	ENSG00000124126	PREX1	BLCA	2	2	0		
bladder cancer	ENSG00000124214	STAU1	BLCA	2	2	0		
bladder cancer	ENSG00000125730	C3	BLCA	2	2	0		
bladder cancer	ENSG00000125733	TRIP10	BLCA	2	2	0		
bladder cancer	ENSG00000128016	ZFP36	BLCA	2	2	0		
bladder cancer	ENSG00000129250	KIF1C	BLCA	2	1	1		
bladder cancer	ENSG00000129292	PHF20L1	BLCA	2	2	0		
bladder cancer	ENSG00000129351	ILF3	BLCA	2	2	0		
bladder cancer	ENSG00000130066	SAT1	BLCA	2	2	0		
bladder cancer	ENSG00000130513	GDF15	BLCA	2	2	0		
bladder cancer	ENSG00000130592	LSP1	BLCA	2	2	0		
bladder cancer	ENSG00000130821	SLC6A8	BLCA	2	2	0		
bladder cancer	ENSG00000131051	RBM39	BLCA	2	2	0		
bladder cancer	ENSG00000131747	TOP2A	BLCA	2	2	0		
bladder cancer	ENSG00000131981	LGALS3	BLCA	2	2	0		
bladder cancer	ENSG00000132341	RAN	BLCA	2	2	0		
bladder cancer	ENSG00000132466	ANKRD17	BLCA	2	0	2		
bladder cancer	ENSG00000132589	FLOT2	BLCA	2	2	0		
bladder cancer	ENSG00000135269	TES	BLCA	2	2	0		
bladder cancer	ENSG00000135821	GLUL	BLCA	2	2	0		
bladder cancer	ENSG00000135916	ITM2C	BLCA	2	2	0		
bladder cancer	ENSG00000136689	IL1RN	BLCA	2	2	0		
bladder cancer	ENSG00000136732	GYPC	BLCA	2	2	0		
bladder cancer	ENSG00000136813	ECPAS	BLCA	2	0	2		
bladder cancer	ENSG00000136929	HEMGN	BLCA	2	2	0		
bladder cancer	ENSG00000137076	TLN1	BLCA	2	2	0		
bladder cancer	ENSG00000137154	RPS6	BLCA	2	0	2		
bladder cancer	ENSG00000137309	HMGA1	BLCA	2	2	0		
bladder cancer	ENSG00000138071	ACTR2	BLCA	2	2	0		
bladder cancer	ENSG00000138433	CIR1	BLCA	2	2	0		
bladder cancer	ENSG00000138594	TMOD3	BLCA	2	2	0		
bladder cancer	ENSG00000140350	ANP32A	BLCA	2	2	0		
bladder cancer	ENSG00000140379	BCL2A1	BLCA	2	2	0		
bladder cancer	ENSG00000140749	IGSF6	BLCA	2	2	0		
bladder cancer	ENSG00000141480	ARRB2	BLCA	2	2	0		
bladder cancer	ENSG00000142192	APP	BLCA	2	2	0		
bladder cancer	ENSG00000142949	PTPRF	BLCA	2	2	0		
bladder cancer	ENSG00000143119	CD53	BLCA	2	2	0		
bladder cancer	ENSG00000143320	CRABP2	BLCA	2	2	0		
bladder cancer	ENSG00000143321	HDGF	BLCA	2	2	0		
bladder cancer	ENSG00000143669	LYST	BLCA	2	2	0		
bladder cancer	ENSG00000143774	GUK1	BLCA	2	2	0		
bladder cancer	ENSG00000144674	GOLGA4	BLCA	2	2	0		
bladder cancer	ENSG00000144802	NFKBIZ	BLCA	2	2	0		
bladder cancer	ENSG00000145335	SNCA	BLCA	2	2	0		
bladder cancer	ENSG00000145495	MARCH6	BLCA	2	2	0		
bladder cancer	ENSG00000145741	BTF3	BLCA	2	2	0		
bladder cancer	ENSG00000146278	PNRC1	BLCA	2	2	0		
bladder cancer	ENSG00000146674	IGFBP3	BLCA	2	2	0		
bladder cancer	ENSG00000146839	ZAN	BLCA	2	2	0		
bladder cancer	ENSG00000147454	SLC25A37	BLCA	2	2	0		
bladder cancer	ENSG00000148400	NOTCH1	BLCA	2	2	0		
bladder cancer	ENSG00000148671	ADIRF	BLCA	2	2	0		
bladder cancer	ENSG00000148773	MKI67	BLCA	2	2	0		
bladder cancer	ENSG00000148926	ADM	BLCA	2	2	0		
bladder cancer	ENSG00000150867	PIP4K2A	BLCA	2	2	0		
bladder cancer	ENSG00000151651	ADAM8	BLCA	2	2	0		
bladder cancer	ENSG00000151726	ACSL1	BLCA	2	2	0		
bladder cancer	ENSG00000153187	HNRNPU	BLCA	2	2	0		
bladder cancer	ENSG00000155307	SAMSN1	BLCA	2	2	0		
bladder cancer	ENSG00000156508	EEF1A1	BLCA	2	0	2		
bladder cancer	ENSG00000157557	ETS2	BLCA	2	2	0		
bladder cancer	ENSG00000158417	EIF5B	BLCA	2	2	0		
bladder cancer	ENSG00000158864	NDUFS2	BLCA	2	2	0		
bladder cancer	ENSG00000159023	EPB41	BLCA	2	2	0		
bladder cancer	ENSG00000159346	ADIPOR1	BLCA	2	2	0		
bladder cancer	ENSG00000159840	ZYX	BLCA	2	2	0		
bladder cancer	ENSG00000160255	ITGB2	BLCA	2	2	0		
bladder cancer	ENSG00000160410	SHKBP1	BLCA	2	2	0		
bladder cancer	ENSG00000162434	JAK1	BLCA	2	2	0		
bladder cancer	ENSG00000162645	GBP2	BLCA	2	2	0		
bladder cancer	ENSG00000163162	RNF149	BLCA	2	2	0		
bladder cancer	ENSG00000163421	PROK2	BLCA	2	2	0		
bladder cancer	ENSG00000163736	PPBP	BLCA	2	2	0		
bladder cancer	ENSG00000163739	CXCL1	BLCA	2	2	0		
bladder cancer	ENSG00000164754	RAD21	BLCA	2	2	0		
bladder cancer	ENSG00000166226	CCT2	BLCA	2	2	0		
bladder cancer	ENSG00000166508	MCM7	BLCA	2	2	0		
bladder cancer	ENSG00000166598	HSP90B1	BLCA	2	2	0		
bladder cancer	ENSG00000167004	PDIA3	BLCA	2	2	0		
bladder cancer	ENSG00000167653	PSCA	BLCA	2	2	0		
bladder cancer	ENSG00000167671	UBXN6	BLCA	2	2	0		
bladder cancer	ENSG00000168542	COL3A1	BLCA	2	2	0		
bladder cancer	ENSG00000169045	HNRNPH1	BLCA	2	2	0		
bladder cancer	ENSG00000169813	HNRNPF	BLCA	2	2	0		
bladder cancer	ENSG00000170144	HNRNPA3	BLCA	2	2	0		
bladder cancer	ENSG00000170315	UBB	BLCA	2	1	1		
bladder cancer	ENSG00000170345	FOS	BLCA	2	2	0		
bladder cancer	ENSG00000170421	KRT8	BLCA	2	1	1		
bladder cancer	ENSG00000172264	MACROD2	BLCA	2	2	0		
bladder cancer	ENSG00000173473	SMARCC1	BLCA	2	2	0		
bladder cancer	ENSG00000173535	TNFRSF10C	BLCA	2	2	0		
bladder cancer	ENSG00000173801	JUP	BLCA	2	2	0		
bladder cancer	ENSG00000173812	EIF1	BLCA	2	2	0		
bladder cancer	ENSG00000175216	CKAP5	BLCA	2	2	0		
bladder cancer	ENSG00000175582	RAB6A	BLCA	2	2	0		
bladder cancer	ENSG00000181143	MUC16	BLCA	2	2	0		
bladder cancer	ENSG00000182481	KPNA2	BLCA	2	2	0		
bladder cancer	ENSG00000182827	ACBD3	BLCA	2	2	0		
bladder cancer	ENSG00000183431	SF3A3	BLCA	2	2	0		
bladder cancer	ENSG00000183508	TENT5C	BLCA	2	2	0		
bladder cancer	ENSG00000184357	HIST1H1B	BLCA	2	2	0		
bladder cancer	ENSG00000186081	KRT5	BLCA	2	2	0		
bladder cancer	ENSG00000186517	ARHGAP30	BLCA	2	2	0		
bladder cancer	ENSG00000187109	NAP1L1	BLCA	2	2	0		
bladder cancer	ENSG00000187514	PTMA	BLCA	2	2	0		
bladder cancer	ENSG00000187735	TCEA1	BLCA	2	2	0		
bladder cancer	ENSG00000188536	HBA2	BLCA	2	2	0		
bladder cancer	ENSG00000189403	HMGB1	BLCA	2	2	0		
bladder cancer	ENSG00000196154	S100A4	BLCA	2	2	0		
bladder cancer	ENSG00000196230	TUBB	BLCA	2	2	0		
bladder cancer	ENSG00000196352	CD55	BLCA	2	2	0		
bladder cancer	ENSG00000196586	MYO6	BLCA	2	0	2		
bladder cancer	ENSG00000196591	HDAC2	BLCA	2	2	0		
bladder cancer	ENSG00000196924	FLNA	BLCA	2	2	0		
bladder cancer	ENSG00000196954	CASP4	BLCA	2	2	0		
bladder cancer	ENSG00000197111	PCBP2	BLCA	2	2	0		
bladder cancer	ENSG00000197142	ACSL5	BLCA	2	2	0		
bladder cancer	ENSG00000197622	CDC42SE1	BLCA	2	2	0		
bladder cancer	ENSG00000197892	KIF13B	BLCA	2	0	2		
bladder cancer	ENSG00000198087	CD2AP	BLCA	2	1	1		
bladder cancer	ENSG00000198431	TXNRD1	BLCA	2	2	0		
bladder cancer	ENSG00000198561	CTNND1	BLCA	2	0	2		
bladder cancer	ENSG00000198876	DCAF12	BLCA	2	2	0		
bladder cancer	ENSG00000204256	BRD2	BLCA	2	2	0		
bladder cancer	ENSG00000204525	HLA-C	BLCA	2	2	0		
bladder cancer	ENSG00000204574	ABCF1	BLCA	2	2	0		
bladder cancer	ENSG00000204577	LILRB3	BLCA	2	2	0		
bladder cancer	ENSG00000206503	HLA-A	BLCA	2	2	0		
bladder cancer	ENSG00000213585	VDAC1	BLCA	2	2	0		
bladder cancer	ENSG00000215301	DDX3X	BLCA	2	2	0		
bladder cancer	ENSG00000253729	PRKDC	BLCA	2	2	0		
bladder cancer	ENSG00000255398	HCAR3	BLCA	2	2	0		
bladder cancer	ENSG00000000938	FGR	BLCA	1	1	0		
bladder cancer	ENSG00000002586	CD99	BLCA	1	1	0		
bladder cancer	ENSG00000003402	CFLAR	CONTROL	1	1	0		
bladder cancer	ENSG00000004142	POLDIP2	CONTROL	1	1	0		
bladder cancer	ENSG00000005108	THSD7A	BLCA	1	1	0		
bladder cancer	ENSG00000005187	ACSM3	BLCA	1	1	0		
bladder cancer	ENSG00000005339	CREBBP	CONTROL	1	1	0		
bladder cancer	ENSG00000005483	KMT2E	BLCA	1	1	0		
bladder cancer	ENSG00000005700	IBTK	CONTROL	1	1	0		
bladder cancer	ENSG00000006125	AP2B1	BLCA	1	1	0		
bladder cancer	ENSG00000006459	KDM7A	BLCA	1	1	0		
bladder cancer	ENSG00000006468	ETV1	BLCA	1	1	0		
bladder cancer	ENSG00000008083	JARID2	BLCA	1	1	0		
bladder cancer	ENSG00000008869	HEATR5B	CONTROL	1	1	0		
bladder cancer	ENSG00000009307	CSDE1	BLCA	1	1	0		
bladder cancer	ENSG00000009307	CSDE1	CONTROL	1	1	0		
bladder cancer	ENSG00000011114	BTBD7	CONTROL	1	1	0		
bladder cancer	ENSG00000011304	PTBP1	BLCA	1	1	0		
bladder cancer	ENSG00000011422	PLAUR	CONTROL	1	1	0		
bladder cancer	ENSG00000011600	TYROBP	BLCA	1	1	0		
bladder cancer	ENSG00000011600	TYROBP	CONTROL	1	1	0		
bladder cancer	ENSG00000012223	LTF	CONTROL	1	1	0		
bladder cancer	ENSG00000013364	MVP	BLCA	1	1	0		
bladder cancer	ENSG00000013588	GPRC5A	BLCA	1	1	0		
bladder cancer	ENSG00000014216	CAPN1	BLCA	1	1	0		
bladder cancer	ENSG00000014216	CAPN1	CONTROL	1	1	0		
bladder cancer	ENSG00000015285	WAS	BLCA	1	1	0		
bladder cancer	ENSG00000015475	BID	BLCA	1	1	0		
bladder cancer	ENSG00000017260	ATP2C1	CONTROL	1	1	0		
bladder cancer	ENSG00000021355	SERPINB1	BLCA	1	1	0		
bladder cancer	ENSG00000023228	NDUFS1	CONTROL	1	1	0		
bladder cancer	ENSG00000023287	RB1CC1	CONTROL	1	1	0		
bladder cancer	ENSG00000025796	SEC63	BLCA	1	1	0		
bladder cancer	ENSG00000026297	RNASET2	BLCA	1	1	0		
bladder cancer	ENSG00000026508	CD44	BLCA	1	1	0		
